company_id,company_name,website,country,industry,company_size,employee_count,revenue_range
C00311,Z Solutions 0311,https://example-company-0311.com,Singapore,Manufacturing,Medium,10412,> $1B
C00312,A Industries 0312,https://example-company-0312.com,Singapore,Retail,Enterprise,17144,> $1B
C00313,B Systems 0313,https://example-company-0313.com,UK,Logistics,Large,6993,> $1B
C00314,C Group 0314,https://example-company-0314.com,UAE,Logistics,Small,2002,$250M-$1B
C00315,D Technologies 0315,https://example-company-0315.com,UAE,Education,Small,15051,> $1B
C00316,E Solutions 0316,https://example-company-0316.com,Singapore,Retail,Large,5554,> $1B
C00317,F Industries 0317,https://example-company-0317.com,India,Telecom,Large,19578,> $1B
C00318,G Systems 0318,https://example-company-0318.com,India,Manufacturing,Small,8312,> $1B
C00319,H Group 0319,https://example-company-0319.com,Saudi Arabia,Healthcare,Large,17043,> $1B
C00320,I Technologies 0320,https://example-company-0320.com,India,Healthcare,Enterprise,897,$50M-$250M
C00321,J Solutions 0321,https://example-company-0321.com,Germany,Banking,Medium,13201,> $1B
C00322,K Industries 0322,https://example-company-0322.com,UK,Retail,Medium,8991,> $1B
C00323,L Systems 0323,https://example-company-0323.com,Singapore,Manufacturing,Small,9278,> $1B
C00324,M Group 0324,https://example-company-0324.com,Saudi Arabia,Education,Large,5341,> $1B
C00325,N Technologies 0325,https://example-company-0325.com,Saudi Arabia,Logistics,Medium,19425,> $1B
C00326,O Solutions 0326,https://example-company-0326.com,UAE,Insurance,Enterprise,7885,> $1B
C00327,P Industries 0327,https://example-company-0327.com,UAE,Telecom,Medium,17017,> $1B
C00328,Q Systems 0328,https://example-company-0328.com,USA,Banking,Large,8530,> $1B
C00329,R Group 0329,https://example-company-0329.com,UK,Telecom,Medium,1013,$250M-$1B
C00330,S Technologies 0330,https://example-company-0330.com,Australia,Retail,Medium,17594,> $1B
C00331,T Solutions 0331,https://example-company-0331.com,Australia,Healthcare,Large,3742,$250M-$1B
C00332,U Industries 0332,https://example-company-0332.com,Germany,Telecom,Medium,5443,> $1B
C00333,V Systems 0333,https://example-company-0333.com,Germany,Healthcare,Large,17229,> $1B
C00334,W Group 0334,https://example-company-0334.com,Netherlands,Logistics,Enterprise,17880,> $1B
C00335,X Technologies 0335,https://example-company-0335.com,Canada,Manufacturing,Enterprise,18339,> $1B
C00336,Y Solutions 0336,https://example-company-0336.com,Netherlands,Education,Enterprise,8548,> $1B
C00337,Z Industries 0337,https://example-company-0337.com,Saudi Arabia,Telecom,Medium,15151,> $1B
C00338,A Systems 0338,https://example-company-0338.com,Germany,Retail,Large,6589,> $1B
C00339,B Group 0339,https://example-company-0339.com,UAE,Logistics,Enterprise,14820,> $1B
C00340,C Technologies 0340,https://example-company-0340.com,Saudi Arabia,Healthcare,Medium,10075,> $1B
C00341,D Solutions 0341,https://example-company-0341.com,Singapore,Manufacturing,Small,1086,$250M-$1B
C00342,E Industries 0342,https://example-company-0342.com,UAE,Insurance,Large,8383,> $1B
C00343,F Systems 0343,https://example-company-0343.com,Singapore,Banking,Medium,9381,> $1B
C00344,G Group 0344,https://example-company-0344.com,Australia,Manufacturing,Large,5184,> $1B
C00345,H Technologies 0345,https://example-company-0345.com,Saudi Arabia,Insurance,Enterprise,7520,> $1B
C00346,I Solutions 0346,https://example-company-0346.com,UAE,Education,Large,10078,> $1B
C00347,J Industries 0347,https://example-company-0347.com,Saudi Arabia,Logistics,Medium,1041,$250M-$1B
C00348,K Systems 0348,https://example-company-0348.com,Saudi Arabia,Telecom,Medium,3078,$250M-$1B
C00349,L Group 0349,https://example-company-0349.com,UK,Telecom,Medium,15347,> $1B
C00350,M Technologies 0350,https://example-company-0350.com,UK,Manufacturing,Small,7071,> $1B
C00351,N Solutions 0351,https://example-company-0351.com,Australia,Banking,Large,12187,> $1B
C00352,O Industries 0352,https://example-company-0352.com,USA,Healthcare,Large,11337,> $1B
C00353,P Systems 0353,https://example-company-0353.com,UAE,Healthcare,Medium,11046,> $1B
C00354,Q Group 0354,https://example-company-0354.com,Canada,Education,Medium,8297,> $1B
C00355,R Technologies 0355,https://example-company-0355.com,Saudi Arabia,Insurance,Enterprise,9692,> $1B
C00356,S Solutions 0356,https://example-company-0356.com,Saudi Arabia,Healthcare,Small,16487,> $1B
C00357,T Industries 0357,https://example-company-0357.com,UK,Retail,Large,19302,> $1B
C00358,U Systems 0358,https://example-company-0358.com,Netherlands,Insurance,Medium,5171,> $1B
C00359,V Group 0359,https://example-company-0359.com,USA,Banking,Large,13406,> $1B
C00360,W Technologies 0360,https://example-company-0360.com,India,Retail,Medium,19396,> $1B
C00361,X Solutions 0361,https://example-company-0361.com,Netherlands,Banking,Large,201,< $50M
C00362,Y Industries 0362,https://example-company-0362.com,Netherlands,Banking,Medium,15705,> $1B
C00363,Z Systems 0363,https://example-company-0363.com,UAE,Retail,Large,9961,> $1B
C00364,A Group 0364,https://example-company-0364.com,Netherlands,Insurance,Small,19353,> $1B
C00365,B Technologies 0365,https://example-company-0365.com,UK,Manufacturing,Medium,11586,> $1B
C00366,C Solutions 0366,https://example-company-0366.com,Australia,Banking,Large,16770,> $1B
C00367,D Industries 0367,https://example-company-0367.com,Canada,Retail,Medium,3361,$250M-$1B
C00368,E Systems 0368,https://example-company-0368.com,Germany,Healthcare,Small,2884,$250M-$1B
C00369,F Group 0369,https://example-company-0369.com,USA,Education,Medium,18535,> $1B
C00370,G Technologies 0370,https://example-company-0370.com,India,Telecom,Medium,10552,> $1B
C00371,H Solutions 0371,https://example-company-0371.com,Germany,Education,Small,11188,> $1B
C00372,I Industries 0372,https://example-company-0372.com,Singapore,Retail,Enterprise,3441,$250M-$1B
C00373,J Systems 0373,https://example-company-0373.com,Canada,Healthcare,Medium,4573,$250M-$1B
C00374,K Group 0374,https://example-company-0374.com,Germany,Healthcare,Large,16373,> $1B
C00375,L Technologies 0375,https://example-company-0375.com,Netherlands,Education,Enterprise,6101,> $1B
C00376,M Solutions 0376,https://example-company-0376.com,USA,Education,Small,11704,> $1B
C00377,N Industries 0377,https://example-company-0377.com,India,Education,Large,6364,> $1B
C00378,O Systems 0378,https://example-company-0378.com,India,Logistics,Enterprise,5305,> $1B
C00379,P Group 0379,https://example-company-0379.com,Germany,Manufacturing,Large,3362,$250M-$1B
C00380,Q Technologies 0380,https://example-company-0380.com,UAE,Manufacturing,Medium,18595,> $1B
C00381,R Solutions 0381,https://example-company-0381.com,USA,Education,Medium,18804,> $1B
C00382,S Industries 0382,https://example-company-0382.com,Saudi Arabia,Retail,Small,2347,$250M-$1B
C00383,T Systems 0383,https://example-company-0383.com,Saudi Arabia,Retail,Large,7097,> $1B
C00384,U Group 0384,https://example-company-0384.com,UAE,Education,Enterprise,11299,> $1B
C00385,V Technologies 0385,https://example-company-0385.com,USA,Healthcare,Enterprise,7696,> $1B
C00386,W Solutions 0386,https://example-company-0386.com,UK,Insurance,Small,14434,> $1B
C00387,X Industries 0387,https://example-company-0387.com,USA,Manufacturing,Large,5241,> $1B
C00388,Y Systems 0388,https://example-company-0388.com,Netherlands,Retail,Medium,1224,$250M-$1B
C00389,Z Group 0389,https://example-company-0389.com,Netherlands,Education,Enterprise,6771,> $1B
C00390,A Technologies 0390,https://example-company-0390.com,UK,Education,Small,11977,> $1B
C00391,B Solutions 0391,https://example-company-0391.com,India,Retail,Enterprise,3653,$250M-$1B
C00392,C Industries 0392,https://example-company-0392.com,UK,Manufacturing,Large,16327,> $1B
C00393,D Systems 0393,https://example-company-0393.com,Germany,Education,Small,294,$50M-$250M
C00394,E Group 0394,https://example-company-0394.com,Australia,Telecom,Small,1397,$250M-$1B
C00395,F Technologies 0395,https://example-company-0395.com,India,Insurance,Large,10201,> $1B
C00396,G Solutions 0396,https://example-company-0396.com,Netherlands,Manufacturing,Medium,10269,> $1B
C00397,H Industries 0397,https://example-company-0397.com,USA,Manufacturing,Large,5932,> $1B
C00398,I Systems 0398,https://example-company-0398.com,UK,Telecom,Enterprise,5208,> $1B
C00399,J Group 0399,https://example-company-0399.com,UAE,Banking,Large,1442,$250M-$1B
C00400,K Technologies 0400,https://example-company-0400.com,Germany,Retail,Medium,13275,> $1B
C00401,L Solutions 0401,https://example-company-0401.com,Saudi Arabia,Logistics,Medium,7611,> $1B
C00402,M Industries 0402,https://example-company-0402.com,India,Insurance,Small,2417,$250M-$1B
C00403,N Systems 0403,https://example-company-0403.com,Germany,Retail,Enterprise,8026,> $1B
C00404,O Group 0404,https://example-company-0404.com,Saudi Arabia,Retail,Medium,18744,> $1B
C00405,P Technologies 0405,https://example-company-0405.com,Canada,Insurance,Medium,5261,> $1B
C00406,Q Solutions 0406,https://example-company-0406.com,Australia,Insurance,Medium,17899,> $1B
C00407,R Industries 0407,https://example-company-0407.com,Canada,Retail,Enterprise,5211,> $1B
C00408,S Systems 0408,https://example-company-0408.com,UK,Logistics,Small,3760,$250M-$1B
C00409,T Group 0409,https://example-company-0409.com,Saudi Arabia,Banking,Enterprise,5249,> $1B
C00410,U Technologies 0410,https://example-company-0410.com,USA,Retail,Large,6499,> $1B
C00411,V Solutions 0411,https://example-company-0411.com,UK,Banking,Large,2456,$250M-$1B
C00412,W Industries 0412,https://example-company-0412.com,UAE,Manufacturing,Enterprise,11773,> $1B
C00413,X Systems 0413,https://example-company-0413.com,UAE,Retail,Large,6702,> $1B
C00414,Y Group 0414,https://example-company-0414.com,UK,Logistics,Enterprise,14375,> $1B
C00415,Z Technologies 0415,https://example-company-0415.com,USA,Manufacturing,Small,9845,> $1B
C00416,A Solutions 0416,https://example-company-0416.com,Singapore,Logistics,Large,8880,> $1B
C00417,B Industries 0417,https://example-company-0417.com,Saudi Arabia,Telecom,Large,9446,> $1B
C00418,C Systems 0418,https://example-company-0418.com,UK,Healthcare,Large,3168,$250M-$1B
C00419,D Group 0419,https://example-company-0419.com,UAE,Logistics,Enterprise,14271,> $1B
C00420,E Technologies 0420,https://example-company-0420.com,Australia,Healthcare,Enterprise,2127,$250M-$1B
C00421,F Solutions 0421,https://example-company-0421.com,Saudi Arabia,Education,Large,14444,> $1B
C00422,G Industries 0422,https://example-company-0422.com,Singapore,Education,Medium,19995,> $1B
C00423,H Systems 0423,https://example-company-0423.com,India,Manufacturing,Medium,15291,> $1B
C00424,I Group 0424,https://example-company-0424.com,Australia,Telecom,Medium,9134,> $1B
C00425,J Technologies 0425,https://example-company-0425.com,Canada,Retail,Medium,6323,> $1B
C00426,K Solutions 0426,https://example-company-0426.com,UK,Logistics,Medium,17457,> $1B
C00427,L Industries 0427,https://example-company-0427.com,Netherlands,Telecom,Small,5180,> $1B
C00428,M Systems 0428,https://example-company-0428.com,Netherlands,Education,Small,9673,> $1B
C00429,N Group 0429,https://example-company-0429.com,USA,Retail,Large,15428,> $1B
C00430,O Technologies 0430,https://example-company-0430.com,India,Logistics,Medium,18451,> $1B
C00431,P Solutions 0431,https://example-company-0431.com,USA,Healthcare,Enterprise,18423,> $1B
C00432,Q Industries 0432,https://example-company-0432.com,India,Insurance,Large,1800,$250M-$1B
C00433,R Systems 0433,https://example-company-0433.com,Netherlands,Insurance,Small,17970,> $1B
C00434,S Group 0434,https://example-company-0434.com,UK,Manufacturing,Medium,2324,$250M-$1B
C00435,T Technologies 0435,https://example-company-0435.com,Canada,Retail,Medium,11710,> $1B
C00436,U Solutions 0436,https://example-company-0436.com,UK,Banking,Enterprise,18596,> $1B
C00437,V Industries 0437,https://example-company-0437.com,Australia,Healthcare,Medium,13113,> $1B
C00438,W Systems 0438,https://example-company-0438.com,Saudi Arabia,Telecom,Large,18952,> $1B
C00439,X Group 0439,https://example-company-0439.com,USA,Retail,Enterprise,6919,> $1B
C00440,Y Technologies 0440,https://example-company-0440.com,Germany,Education,Enterprise,6328,> $1B
C00441,Z Solutions 0441,https://example-company-0441.com,Saudi Arabia,Logistics,Medium,6558,> $1B
C00442,A Industries 0442,https://example-company-0442.com,Germany,Manufacturing,Small,7135,> $1B
C00443,B Systems 0443,https://example-company-0443.com,UK,Education,Medium,13671,> $1B
C00444,C Group 0444,https://example-company-0444.com,Canada,Healthcare,Small,9076,> $1B
C00445,D Technologies 0445,https://example-company-0445.com,Australia,Insurance,Medium,14761,> $1B
C00446,E Solutions 0446,https://example-company-0446.com,Singapore,Banking,Large,8352,> $1B
C00447,F Industries 0447,https://example-company-0447.com,Germany,Education,Enterprise,6189,> $1B
C00448,G Systems 0448,https://example-company-0448.com,Saudi Arabia,Education,Large,3841,$250M-$1B
C00449,H Group 0449,https://example-company-0449.com,Australia,Telecom,Large,11043,> $1B
C00450,I Technologies 0450,https://example-company-0450.com,UAE,Banking,Medium,17972,> $1B
C00451,J Solutions 0451,https://example-company-0451.com,Saudi Arabia,Retail,Large,17186,> $1B
C00452,K Industries 0452,https://example-company-0452.com,Saudi Arabia,Banking,Large,5103,> $1B
C00453,L Systems 0453,https://example-company-0453.com,Canada,Banking,Enterprise,9578,> $1B
C00454,M Group 0454,https://example-company-0454.com,USA,Insurance,Enterprise,14120,> $1B
C00455,N Technologies 0455,https://example-company-0455.com,Australia,Manufacturing,Medium,12267,> $1B
C00456,O Solutions 0456,https://example-company-0456.com,Australia,Banking,Small,1389,$250M-$1B
C00457,P Industries 0457,https://example-company-0457.com,UK,Education,Medium,11841,> $1B
C00458,Q Systems 0458,https://example-company-0458.com,Singapore,Healthcare,Medium,823,$50M-$250M
C00459,R Group 0459,https://example-company-0459.com,Netherlands,Retail,Enterprise,2374,$250M-$1B
C00460,S Technologies 0460,https://example-company-0460.com,UK,Manufacturing,Medium,13091,> $1B
C00461,T Solutions 0461,https://example-company-0461.com,India,Logistics,Large,2095,$250M-$1B
C00462,U Industries 0462,https://example-company-0462.com,UK,Retail,Large,6813,> $1B
C00463,V Systems 0463,https://example-company-0463.com,India,Banking,Medium,11789,> $1B
C00464,W Group 0464,https://example-company-0464.com,Canada,Banking,Medium,13126,> $1B
C00465,X Technologies 0465,https://example-company-0465.com,USA,Logistics,Large,8942,> $1B
C00466,Y Solutions 0466,https://example-company-0466.com,Saudi Arabia,Banking,Large,1925,$250M-$1B
C00467,Z Industries 0467,https://example-company-0467.com,UK,Telecom,Medium,15992,> $1B
C00468,A Systems 0468,https://example-company-0468.com,Australia,Healthcare,Medium,18999,> $1B
C00469,B Group 0469,https://example-company-0469.com,UK,Logistics,Large,17779,> $1B
C00470,C Technologies 0470,https://example-company-0470.com,Saudi Arabia,Banking,Medium,14982,> $1B
C00471,D Solutions 0471,https://example-company-0471.com,India,Education,Enterprise,8074,> $1B
C00472,E Industries 0472,https://example-company-0472.com,Netherlands,Telecom,Medium,17531,> $1B
C00473,F Systems 0473,https://example-company-0473.com,Canada,Healthcare,Small,9789,> $1B
C00474,G Group 0474,https://example-company-0474.com,Canada,Insurance,Medium,2772,$250M-$1B
C00475,H Technologies 0475,https://example-company-0475.com,Singapore,Education,Large,17018,> $1B
C00476,I Solutions 0476,https://example-company-0476.com,India,Retail,Large,6437,> $1B
C00477,J Industries 0477,https://example-company-0477.com,Netherlands,Healthcare,Medium,18777,> $1B
C00478,K Systems 0478,https://example-company-0478.com,USA,Healthcare,Enterprise,7398,> $1B
C00479,L Group 0479,https://example-company-0479.com,Singapore,Insurance,Medium,17394,> $1B
C00480,M Technologies 0480,https://example-company-0480.com,UK,Healthcare,Medium,10766,> $1B
C00481,N Solutions 0481,https://example-company-0481.com,UAE,Insurance,Medium,9374,> $1B
C00482,O Industries 0482,https://example-company-0482.com,Netherlands,Banking,Small,5972,> $1B
C00483,P Systems 0483,https://example-company-0483.com,UAE,Retail,Large,16722,> $1B
C00484,Q Group 0484,https://example-company-0484.com,India,Banking,Medium,1259,$250M-$1B
C00485,R Technologies 0485,https://example-company-0485.com,Canada,Healthcare,Large,9404,> $1B
C00486,S Solutions 0486,https://example-company-0486.com,UAE,Logistics,Small,7409,> $1B
C00487,T Industries 0487,https://example-company-0487.com,Germany,Insurance,Enterprise,10890,> $1B
C00488,U Systems 0488,https://example-company-0488.com,Australia,Banking,Medium,5128,> $1B
C00489,V Group 0489,https://example-company-0489.com,India,Banking,Enterprise,13308,> $1B
C00490,W Technologies 0490,https://example-company-0490.com,Singapore,Manufacturing,Medium,7749,> $1B
C00491,X Solutions 0491,https://example-company-0491.com,Saudi Arabia,Retail,Small,3803,$250M-$1B
C00492,Y Industries 0492,https://example-company-0492.com,Netherlands,Healthcare,Large,3979,$250M-$1B
C00493,Z Systems 0493,https://example-company-0493.com,India,Banking,Large,13945,> $1B
C00494,A Group 0494,https://example-company-0494.com,Singapore,Retail,Large,5274,> $1B
C00495,B Technologies 0495,https://example-company-0495.com,UAE,Healthcare,Medium,6179,> $1B
C00496,C Solutions 0496,https://example-company-0496.com,Canada,Healthcare,Large,12557,> $1B
C00497,D Industries 0497,https://example-company-0497.com,UK,Manufacturing,Enterprise,6629,> $1B
C00498,E Systems 0498,https://example-company-0498.com,Germany,Logistics,Large,7793,> $1B
C00499,F Group 0499,https://example-company-0499.com,Saudi Arabia,Healthcare,Medium,4927,$250M-$1B
C00500,G Technologies 0500,https://example-company-0500.com,Canada,Logistics,Large,6940,> $1B
C00501,H Solutions 0501,https://example-company-0501.com,UK,Manufacturing,Large,13870,> $1B
C00502,I Industries 0502,https://example-company-0502.com,Singapore,Retail,Enterprise,10701,> $1B
C00503,J Systems 0503,https://example-company-0503.com,Saudi Arabia,Insurance,Medium,19950,> $1B
C00504,K Group 0504,https://example-company-0504.com,Netherlands,Retail,Medium,15448,> $1B
C00505,L Technologies 0505,https://example-company-0505.com,UAE,Manufacturing,Large,385,$50M-$250M
C00506,M Solutions 0506,https://example-company-0506.com,Canada,Insurance,Large,7608,> $1B
C00507,N Industries 0507,https://example-company-0507.com,Australia,Education,Large,5832,> $1B
C00508,O Systems 0508,https://example-company-0508.com,UAE,Healthcare,Medium,11771,> $1B
C00509,P Group 0509,https://example-company-0509.com,UAE,Logistics,Medium,5349,> $1B
C00510,Q Technologies 0510,https://example-company-0510.com,UAE,Telecom,Large,19325,> $1B
C00511,R Solutions 0511,https://example-company-0511.com,Saudi Arabia,Retail,Small,6022,> $1B
C00512,S Industries 0512,https://example-company-0512.com,India,Insurance,Medium,10463,> $1B
C00513,T Systems 0513,https://example-company-0513.com,Netherlands,Telecom,Large,2502,$250M-$1B
C00514,U Group 0514,https://example-company-0514.com,Netherlands,Retail,Large,18200,> $1B
C00515,V Technologies 0515,https://example-company-0515.com,Saudi Arabia,Insurance,Enterprise,18241,> $1B
C00516,W Solutions 0516,https://example-company-0516.com,UK,Education,Medium,15883,> $1B
C00517,X Industries 0517,https://example-company-0517.com,Netherlands,Healthcare,Small,7064,> $1B
C00518,Y Systems 0518,https://example-company-0518.com,USA,Banking,Enterprise,1221,$250M-$1B
C00519,Z Group 0519,https://example-company-0519.com,Canada,Healthcare,Medium,14233,> $1B
C00520,A Technologies 0520,https://example-company-0520.com,Australia,Healthcare,Medium,8610,> $1B
C00521,B Solutions 0521,https://example-company-0521.com,Germany,Logistics,Medium,19807,> $1B
C00522,C Industries 0522,https://example-company-0522.com,UK,Telecom,Large,13981,> $1B
C00523,D Systems 0523,https://example-company-0523.com,UK,Insurance,Enterprise,10795,> $1B
C00524,E Group 0524,https://example-company-0524.com,Netherlands,Insurance,Large,19734,> $1B
C00525,F Technologies 0525,https://example-company-0525.com,Germany,Manufacturing,Large,16019,> $1B
C00526,G Solutions 0526,https://example-company-0526.com,Germany,Banking,Medium,9194,> $1B
C00527,H Industries 0527,https://example-company-0527.com,Saudi Arabia,Retail,Medium,426,$50M-$250M
C00528,I Systems 0528,https://example-company-0528.com,UK,Insurance,Medium,1901,$250M-$1B
C00529,J Group 0529,https://example-company-0529.com,Saudi Arabia,Banking,Small,8902,> $1B
C00530,K Technologies 0530,https://example-company-0530.com,Saudi Arabia,Education,Medium,11262,> $1B
C00531,L Solutions 0531,https://example-company-0531.com,Australia,Banking,Medium,651,$50M-$250M
C00532,M Industries 0532,https://example-company-0532.com,UK,Banking,Small,2574,$250M-$1B
C00533,N Systems 0533,https://example-company-0533.com,UK,Education,Large,14100,> $1B
C00534,O Group 0534,https://example-company-0534.com,UAE,Insurance,Large,15042,> $1B
C00535,P Technologies 0535,https://example-company-0535.com,Australia,Logistics,Small,644,$50M-$250M
C00536,Q Solutions 0536,https://example-company-0536.com,UK,Banking,Medium,10178,> $1B
C00537,R Industries 0537,https://example-company-0537.com,Canada,Insurance,Large,1665,$250M-$1B
C00538,S Systems 0538,https://example-company-0538.com,UK,Banking,Large,14482,> $1B
C00539,T Group 0539,https://example-company-0539.com,Australia,Telecom,Large,16689,> $1B
C00540,U Technologies 0540,https://example-company-0540.com,USA,Manufacturing,Medium,17393,> $1B
C00541,V Solutions 0541,https://example-company-0541.com,India,Healthcare,Large,11983,> $1B
C00542,W Industries 0542,https://example-company-0542.com,USA,Insurance,Medium,12597,> $1B
C00543,X Systems 0543,https://example-company-0543.com,UK,Banking,Medium,18535,> $1B
C00544,Y Group 0544,https://example-company-0544.com,UK,Manufacturing,Medium,12268,> $1B
C00545,Z Technologies 0545,https://example-company-0545.com,Netherlands,Insurance,Medium,8953,> $1B
C00546,A Solutions 0546,https://example-company-0546.com,USA,Manufacturing,Medium,15103,> $1B
C00547,B Industries 0547,https://example-company-0547.com,Canada,Telecom,Medium,11837,> $1B
C00548,C Systems 0548,https://example-company-0548.com,Australia,Logistics,Large,16856,> $1B
C00549,D Group 0549,https://example-company-0549.com,Australia,Healthcare,Medium,10517,> $1B
C00550,E Technologies 0550,https://example-company-0550.com,Singapore,Banking,Medium,17387,> $1B
C00551,F Solutions 0551,https://example-company-0551.com,Netherlands,Retail,Small,945,$50M-$250M
C00552,G Industries 0552,https://example-company-0552.com,Germany,Logistics,Medium,776,$50M-$250M
C00553,H Systems 0553,https://example-company-0553.com,Netherlands,Manufacturing,Medium,2025,$250M-$1B
C00554,I Group 0554,https://example-company-0554.com,Germany,Manufacturing,Medium,11145,> $1B
C00555,J Technologies 0555,https://example-company-0555.com,Saudi Arabia,Healthcare,Medium,14194,> $1B
C00556,K Solutions 0556,https://example-company-0556.com,Australia,Insurance,Large,4364,$250M-$1B
C00557,L Industries 0557,https://example-company-0557.com,India,Education,Enterprise,3157,$250M-$1B
C00558,M Systems 0558,https://example-company-0558.com,Netherlands,Logistics,Medium,17213,> $1B
C00559,N Group 0559,https://example-company-0559.com,India,Education,Large,15023,> $1B
C00560,O Technologies 0560,https://example-company-0560.com,Netherlands,Logistics,Enterprise,12985,> $1B
C00561,P Solutions 0561,https://example-company-0561.com,Australia,Retail,Enterprise,9792,> $1B
C00562,Q Industries 0562,https://example-company-0562.com,USA,Retail,Large,8433,> $1B
C00563,R Systems 0563,https://example-company-0563.com,Canada,Insurance,Enterprise,459,$50M-$250M
C00564,S Group 0564,https://example-company-0564.com,UK,Education,Enterprise,3802,$250M-$1B
C00565,T Technologies 0565,https://example-company-0565.com,Netherlands,Manufacturing,Large,17945,> $1B
C00566,U Solutions 0566,https://example-company-0566.com,UAE,Healthcare,Medium,6813,> $1B
C00567,V Industries 0567,https://example-company-0567.com,UAE,Education,Small,14105,> $1B
C00568,W Systems 0568,https://example-company-0568.com,UAE,Manufacturing,Small,14090,> $1B
C00569,X Group 0569,https://example-company-0569.com,Singapore,Education,Medium,6222,> $1B
C00570,Y Technologies 0570,https://example-company-0570.com,Australia,Education,Medium,4126,$250M-$1B
C00571,Z Solutions 0571,https://example-company-0571.com,Saudi Arabia,Banking,Medium,13848,> $1B
C00572,A Industries 0572,https://example-company-0572.com,Canada,Retail,Large,1916,$250M-$1B
C00573,B Systems 0573,https://example-company-0573.com,UAE,Telecom,Large,9921,> $1B
C00574,C Group 0574,https://example-company-0574.com,USA,Logistics,Large,17766,> $1B
C00575,D Technologies 0575,https://example-company-0575.com,USA,Insurance,Small,14241,> $1B
C00576,E Solutions 0576,https://example-company-0576.com,Germany,Retail,Medium,15295,> $1B
C00577,F Industries 0577,https://example-company-0577.com,Saudi Arabia,Manufacturing,Large,1711,$250M-$1B
C00578,G Systems 0578,https://example-company-0578.com,Australia,Logistics,Large,4035,$250M-$1B
C00579,H Group 0579,https://example-company-0579.com,Netherlands,Banking,Enterprise,5538,> $1B
C00580,I Technologies 0580,https://example-company-0580.com,UK,Manufacturing,Enterprise,5881,> $1B
C00581,J Solutions 0581,https://example-company-0581.com,USA,Retail,Enterprise,3921,$250M-$1B
C00582,K Industries 0582,https://example-company-0582.com,Netherlands,Insurance,Medium,19442,> $1B
C00583,L Systems 0583,https://example-company-0583.com,UK,Manufacturing,Medium,3340,$250M-$1B
C00584,M Group 0584,https://example-company-0584.com,USA,Healthcare,Medium,14178,> $1B
C00585,N Technologies 0585,https://example-company-0585.com,Canada,Telecom,Large,11755,> $1B
C00586,O Solutions 0586,https://example-company-0586.com,Saudi Arabia,Retail,Enterprise,12229,> $1B
C00587,P Industries 0587,https://example-company-0587.com,Singapore,Logistics,Medium,4332,$250M-$1B
C00588,Q Systems 0588,https://example-company-0588.com,USA,Banking,Large,6187,> $1B
C00589,R Group 0589,https://example-company-0589.com,Netherlands,Logistics,Medium,12149,> $1B
C00590,S Technologies 0590,https://example-company-0590.com,Netherlands,Banking,Medium,6017,> $1B
C00591,T Solutions 0591,https://example-company-0591.com,Netherlands,Telecom,Medium,13897,> $1B
C00592,U Industries 0592,https://example-company-0592.com,Saudi Arabia,Retail,Small,838,$50M-$250M
C00593,V Systems 0593,https://example-company-0593.com,UAE,Healthcare,Enterprise,1502,$250M-$1B
C00594,W Group 0594,https://example-company-0594.com,Saudi Arabia,Banking,Medium,14583,> $1B
C00595,X Technologies 0595,https://example-company-0595.com,Germany,Telecom,Large,12354,> $1B
C00596,Y Solutions 0596,https://example-company-0596.com,Netherlands,Insurance,Large,911,$50M-$250M
C00597,Z Industries 0597,https://example-company-0597.com,Australia,Telecom,Medium,17985,> $1B
C00598,A Systems 0598,https://example-company-0598.com,India,Telecom,Medium,146,< $50M
C00599,B Group 0599,https://example-company-0599.com,Singapore,Logistics,Large,19113,> $1B
C00600,C Technologies 0600,https://example-company-0600.com,Singapore,Telecom,Medium,14603,> $1B
C00601,D Solutions 0601,https://example-company-0601.com,Singapore,Retail,Enterprise,19763,> $1B
C00602,E Industries 0602,https://example-company-0602.com,India,Telecom,Small,18980,> $1B
C00603,F Systems 0603,https://example-company-0603.com,India,Logistics,Large,6296,> $1B
C00604,G Group 0604,https://example-company-0604.com,UK,Retail,Large,15142,> $1B
C00605,H Technologies 0605,https://example-company-0605.com,Netherlands,Banking,Medium,4257,$250M-$1B
C00606,I Solutions 0606,https://example-company-0606.com,Australia,Education,Medium,9459,> $1B
C00607,J Industries 0607,https://example-company-0607.com,Germany,Insurance,Enterprise,4840,$250M-$1B
C00608,K Systems 0608,https://example-company-0608.com,Australia,Manufacturing,Medium,9746,> $1B
C00609,L Group 0609,https://example-company-0609.com,Saudi Arabia,Insurance,Medium,17453,> $1B
C00610,M Technologies 0610,https://example-company-0610.com,Netherlands,Insurance,Medium,8750,> $1B
C00611,N Solutions 0611,https://example-company-0611.com,Netherlands,Logistics,Medium,1893,$250M-$1B
C00612,O Industries 0612,https://example-company-0612.com,Canada,Insurance,Large,6526,> $1B
C00613,P Systems 0613,https://example-company-0613.com,India,Telecom,Large,15741,> $1B
C00614,Q Group 0614,https://example-company-0614.com,Germany,Telecom,Medium,10458,> $1B
C00615,R Technologies 0615,https://example-company-0615.com,Singapore,Banking,Large,11225,> $1B
C00616,S Solutions 0616,https://example-company-0616.com,Singapore,Insurance,Medium,8651,> $1B
C00617,T Industries 0617,https://example-company-0617.com,UAE,Logistics,Small,5890,> $1B
C00618,U Systems 0618,https://example-company-0618.com,UAE,Manufacturing,Large,11983,> $1B
C00619,V Group 0619,https://example-company-0619.com,USA,Banking,Enterprise,12680,> $1B
